id,gender,age,location,children_in_house,highest_qualification,employment,housework_week,interest_sustainability,sustainability_daily_think,primary_driver_sustainable_activities,insterest_sustainability_origin,sustainability_important,sustainability_barrier,energy_action,energy_action_often,energy_action_comment,water_action,water_action_often,water_action_comment,food_action,food_action_often,food_action_comment,waste_action,waste_action_often,waste_action_comment,other_action,other_action_often,other_action_comment,gender_thoughts
312,Male,60+,"Tanjore, Tamilnadu, India",0,Bachelor degree,Retired,1-3 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Evil effects of anti_nature activities around me.,"Food, waste and water _ in this order",insensitivity of people.,ADEFG,All the time,"We hand wash clothes and hang dry, since Sun shine is abundant",ADF,Often,NA,ACD,Often,"Being vegetarian, grow our own vegetable, greens nd paddy.",BDFG,Often,NA,BC,Often,NA,NA
313,Female,30-39,"Rockville, MD",2,Post-graduate degree,"Employed, working full-time",4-6 hours,Yes,All the time,"Yes, I encourage the other members of my house to be more sustainable in their actions.",I've been interested in environmental issues since I was a child and was concerned about manatees being endangered.,"Energy, food, transportation","Preferences that conflict with sustainability (wanting to live in the suburbs, etc.)",DEF,Often,"We do as much as we can except for insulation. We have insulated the house to be more efficient, but could much more. Unfortunately, we would have to spend a lot of money to save not that much more energy.",BCG,Sometimes,NA,ABCD,Often,"If we have food left over, I usually bring it for lunch. The biggest source of waste for food is that our kids are little, so how much they will eat is often in flux!",ABCDEF,Often,I'm the one who set up composting and makes the most effort in this area by far.,AB,Sometimes,NA,"My husband is actually the at-home parent and so makes most of the household decisions in terms of shopping and cooking. I wish he would choose sustainably more of the time (like eating less meat and producing less waste), but I've had a big influence on him!"
314,Female,21-29,"Moses Lake, WA",2,Bachelor degree,"Employed, working full-time",7-10 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Learning about it in school. ,Food and waste. ,The packaging things come in. ,ABCDEFGH,Often,NA,ABGH,Often,NA,ABD,Often,NA,ABCDEF,Often,NA,AC,Often,NA,NA
315,Female,60+,"Preston, UK",0,Post-graduate degree,Retired,Less than 1 hour,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Because I was brought up that way,Food waste,Limited choices,BCDEFGH,Often,My partner instigates some,ACEH,All the time,NA,ABD,All the time,NA,ADE,All the time,NA,NA,Never,NA,"My partner may not lead on the sustainability issues in our home, but he is always interested in learning & supporting anything I want to change."
316,Female,30-39,"Ruston, LA",0,High school diploma or equivalent,"Employed, working part-time",7-10 hours,Yes,All the time,"No, my partner and I are equally involved in sustainable activities",Better health for myself and the environment,"Food, water",Living in an area where it's uncommon. Our town has a recycling program now but it's very expensive.,BCDEFG,Often,Solar panels are too expensive for me but I do what I can go reduce my use of electricity,ABCDEFGH,Often,NA,ABC,Often,"I cook more than needed for one meal, but I eat leftovers.",ABCDEFG,Often,No garbage pick up here has made me very mindful of waste! I have to haul garbage to the dump so it's another big motivation to reduce the amount of waste created.,ABC,Often,NA,NA
317,Female,21-29,"Bremerton, WA",2,Some university but no degree,"Not employed, looking for work",4-6 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",I know this world is in danger living in and growing up in Washington state I remember being able to see snow on the mountains all you're around now there are hardly any glaciers left on the Olympic Mountains,Energy and food,I need to recycle more,BDEFGH,Often,I try not to use to many lights,BCH,Often,I don't let the water run when I brush my teeth,AC,Sometimes,I grow as much as I can as well as I can but it's only a few items like tomatos and other things,ABDE,Sometimes,We compost and recycle,A,Often,NA,I think women are more likely to die to the fact that they do most of he house hold chores.
318,Female,30-39,"Shirley, NY",1,Post-graduate degree,"Employed, working full-time",4-6 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.","Less waste, less money, better for my kid","Food, waste",Availabiity,BDH,Sometimes,NA,BG,Rarely,NA,ABD,Often,Always cook at home; try to use all we have.,ABCDEF,Often,Wow being able to check so many boxes felt great!,AB,Rarely,NA,"I don't know if it's gender related but instead of forcing it upon him, like cloth diapers, I just do it and hope he'll join in. He usually does."
319,Female,21-29,Singapore ,2,Bachelor degree,"Not employed, looking for work",7-10 hours,Yes,All the time,"Yes, I encourage the other members of my house to be more sustainable in their actions.",School,Waste ,Unnecessary packaging and the waste management systems ,BCDEFGH,Often,NA,BD,Often,NA,ABCD,Often,I'm vegetarian and Use a food waste bin ,ABCDEFG,All the time,I never throw reusable items away ,ABC,All the time,NA,"Women certainly use more products than men (e.g. Cosmetic products, clothes, accessories etc) but women also seem to have a more concerned attitude towards protecting the natural environment "
320,Female,21-29,"Edinburgh, UK",0,High school diploma or equivalent,Student,1-3 hours,Yes,Sometimes,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Studying courses after having a concern over the environment,"waste (buying too much, one use items) and energy",not knowing what the best alternative is,BDEFG,Often,NA,AG,Often,NA,BCD,All the time,NA,ACDE,Often,NA,B,Often,NA,"In my case, me and the male in my house have very similar takes on sustainability  "
321,Female,18-20,"Edinburgh, UK",0,Some university but no degree,"Employed, working part-time",4-6 hours,Yes,Never,"Yes, I encourage the other members of my house to be more sustainable in their actions.",I like breathing,Waste/food waste & sustainable fashion,am student,DEF,Often,limited ability to change behaviours/home b/c student flat,G,Often,"Don't have a dishwasher, otherwise we would; limited ability to change behaviours/home b/c student flat",BD,All the time,"don't eat red meat because of negative environmental impact; otherwise, limited ability to change behaviours/grow food b/c student budget/flat",ABCDEFG,Often,Foodsharing/SHRUB/Meadows Share 4 Lyf,BC,All the time,NA,I don't think it matters? Maybe people make different efforts depending on gender but at the end of the day it seems like everyone makes different efforts depending on what works best for their personal lifestyle
322,Female,40-49,"Wilmington, NC",1,Post-graduate degree,"Employed, working full-time",4-6 hours,Yes,Sometimes,"No, my partner and I are equally involved in sustainable activities",General environmental concern,"Energy, waste",Convenience and cost,BCDFGH,Sometimes,My husband has instigated much of this but I was in full agreement,ABH,Sometimes,Try to minimize regular use without making significant modifications ,CD,Sometimes,My husband is a stickler about wasting food.  We both try to be conscientious about it,ADEFG,Often,I hate to put things in the trash unnecessarily.  I do not want to add to the landfill.  Reusable is also generally more cost efficient.  ,A,Often,I have a baby that I don't want exposed to chemicals if possible. ,I would say that our nationalities have more effect than our gender.
323,Female,40-49,"Wilmington, NC",0,Post-graduate degree,"Employed, working full-time",1-3 hours,Yes,Never,"Yes, I encourage the other members of my house to be more sustainable in their actions.",Global warming,"Recycling, water, energy ",Lack of insight ,BDFGH,All the time,NA,ABEG,Often,NA,CD,Often,NA,ADE,Often,NA,AB,Often,NA,NA
324,Female,21-29,"Edinburgh, UK",0,Post-graduate degree,Student,4-6 hours,Yes,Often,"No, my partner and I are equally involved in sustainable activities",Not destroying the planet we live on,Recycling and energy consumption ,Rented accommodation ,BDEGH,Often,It's become second nature,ABEGH,Often,"Again, second nature",ABCD,All the time,"My partner is vegetarian, and I don't eat much meat. We care very much about our food, who grows it, and where is grows. ",ACDEFG,Often,"Don't ha e the room to compost in our flat, but if we could, we definitely would!",ABC,All the time,"We always buy fair trade if we can, and my partner has an amazing green thumb, so the flat is COVERED in plants! Pretty as well as functional!","We're pretty equally concerned in our home, and gender doesn't have much to do with it (with maybe the use of toilet paper as an exception!)"
325,Female,21-29,"London, UK",0,Bachelor degree,Student,4-6 hours,Yes,Often,"No, my partner and I are equally involved in sustainable activities",The unsustainability of our food system,Health and food ,Time,BDEFGH,Sometimes,"Difficult to answer this because for example we all know to put on the dishwasher when it is full and not otherwise. No one in particular instigates this action. However, for other energy related behaviors, I do consider myself responsible like hanging up clothes.",B,Sometimes,NA,BCD,Often,NA,ADE,Sometimes,NA,B,Sometimes,NA,NA
326,Male,50-59,"Askam, UK",2,Post-graduate degree,"Employed, working full-time",7-10 hours,Somewhat,Sometimes,"No, my partner and I are equally involved in sustainable activities",resources will run out,food waste energy,access to facilities and supply (including cost),DEFH,All the time,NA,AB,Sometimes,NA,ABCD,Sometimes,"partner will buy organic, and grows her own food and is vegetarian",ACDEFG,Often,packaging is problematical and there should be less,BC,Sometimes,NA,not sure that it does
327,Male,21-29,"Edinburgh, UK",0,Bachelor degree,Student,7-10 hours,Yes,Often,"No, my partner and I are equally involved in sustainable activities","An interest in, and appreciation for, the natural world and its fragility","Energy usage in the home and for transport, food origins.",The availability of accessible land on which to grow food and compost food waste,BCDEFGH,All the time,NA,AEFG,Sometimes,NA,ABCD OTHER,All the time,NA,ABCDEFG,Often,NA,AC,Often,NA,NA
328,Female,21-29,"Edinburgh, UK",0,Bachelor degree,"Not employed, looking for work",10+ hours,Somewhat,Often,"No, my partner and I are equally involved in sustainable activities",Environment concerns,Preventing waste (food/energy/water),Travel,ABDEFG,Often,NA,ABG,Often,NA,BCD,All the time,NA,ADEG,Sometimes,NA,ABC,Sometimes,"Always try, but if better alternatives are not available I don't go out my way for it ",NA
329,Female,50-59,"Wilmington, NC",1,Post-graduate degree,"Employed, working full-time",7-10 hours,Yes,Often,"Yes, I encourage the other members of my house to be more sustainable in their actions.",I'm a science teacher!,"Energy, water, native plants",Time ,ABDEFG,Often,"Constantly check thermostats, consolidate laundry, change out lightbulbs",ABEFGH,Often,"Limit shower time (difficult with a teenage daughter), energy company distributed free low flow showerheads, monitor sprinklers",CD,Often,Cook more and try to use local produce. ,ACDEFG,Often,Recycle can has twice as much in it than the regular trash so I can tell that I'm doing better. I've been using refillable bottles for water more than before. ,ABC,Often,Lots of plants! Glad to see more eco-friendly items available now.,It's taken me quite a long time to get my husband on board. He's been doing much better and is definitely more aware.
